limiar,vp,vn,fp,fn,acuracia,precisao,recall,f1,conjunto,modo,versao
0.31,1939,12759,2102,0,0.8748809523809524,0.47983172482058895,1.0,0.6484949832775919,treino,sem_alvo,v1
0.32,1939,12819,2042,0,0.878452380952381,0.4870635518713891,1.0,0.6550675675675676,treino,sem_alvo,v1
0.33,1939,12872,1989,0,0.8816071428571428,0.49363543788187375,1.0,0.6609851712970853,treino,sem_alvo,v1
0.34,1938,12917,1944,1,0.8842261904761904,0.4992272024729521,0.999484270242393,0.6658649716543549,treino,sem_alvo,v1
0.35000000000000003,1937,12973,1888,2,0.8875,0.50640522875817,0.998968540484786,0.6721027064538515,treino,sem_alvo,v1
0.36,1937,13016,1845,2,0.8900595238095238,0.51216287678477,0.998968540484786,0.6771543436462157,treino,sem_alvo,v1
0.37,1936,13063,1798,3,0.892797619047619,0.5184788430637386,0.998452810727179,0.6825312885598449,treino,sem_alvo,v1
0.38,1936,13114,1747,3,0.8958333333333334,0.5256584306272061,0.998452810727179,0.6887228744219139,treino,sem_alvo,v1
0.39,1936,13139,1722,3,0.8973214285714286,0.5292509568069984,0.998452810727179,0.6917991781311417,treino,sem_alvo,v1
0.4,1935,13184,1677,4,0.8999404761904762,0.5357142857142857,0.9979370809695719,0.6971716807782381,treino,sem_alvo,v1
0.41000000000000003,1934,13221,1640,5,0.9020833333333333,0.5411303861219922,0.997421351211965,0.7016143660438963,treino,sem_alvo,v1
0.42,1934,13258,1603,5,0.9042857142857142,0.5467910658750353,0.997421351211965,0.706355003652301,treino,sem_alvo,v1
0.43,1934,13290,1571,5,0.9061904761904762,0.5517831669044223,0.997421351211965,0.7105069801616458,treino,sem_alvo,v1
0.44,1934,13322,1539,5,0.9080952380952381,0.5568672617333718,0.997421351211965,0.7147080561714708,treino,sem_alvo,v1
0.45,1934,13354,1507,5,0.91,0.5620459168846266,0.997421351211965,0.7189591078066915,treino,sem_alvo,v1
0.46,1934,13380,1481,5,0.911547619047619,0.5663250366032211,0.997421351211965,0.7224505042958536,treino,sem_alvo,v1
0.47000000000000003,1933,13411,1450,6,0.9133333333333333,0.5713863434821165,0.9969056214543579,0.7264186396091695,treino,sem_alvo,v1
0.48,1930,13442,1419,9,0.915,0.5762914302776948,0.9953584321815369,0.7299546142208775,treino,sem_alvo,v1
0.49,1929,13483,1378,10,0.9173809523809524,0.5833081342606592,0.9948427024239299,0.7354174609226077,treino,sem_alvo,v1
0.5,1929,13520,1341,10,0.9195833333333333,0.5899082568807339,0.9948427024239299,0.7406411979266654,treino,sem_alvo,v1
0.51,1928,13566,1295,11,0.9222619047619047,0.5982004343779088,0.9943269726663229,0.7469972878729175,treino,sem_alvo,v1
0.52,1923,13614,1247,16,0.9248214285714286,0.6066246056782334,0.9917483238782878,0.7527891955372872,treino,sem_alvo,v1
0.53,1914,13673,1188,25,0.927797619047619,0.6170212765957447,0.9871067560598247,0.7593731402499504,treino,sem_alvo,v1
0.54,1906,13735,1126,33,0.9310119047619048,0.6286279683377308,0.9829809179989686,0.7668477167571918,treino,sem_alvo,v1
0.55,1894,13803,1058,45,0.9343452380952381,0.6415989159891599,0.9767921609076844,0.7744837456552852,treino,sem_alvo,v1
0.56,1881,13856,1005,58,0.9367261904761904,0.6517671517671517,0.9700876740587931,0.7796891191709845,treino,sem_alvo,v1
0.5700000000000001,1874,13923,938,65,0.940297619047619,0.666429587482219,0.9664775657555441,0.7888865501999579,treino,sem_alvo,v1
0.58,1864,13986,875,75,0.9434523809523809,0.6805403431909456,0.9613202681794739,0.7969217614365113,treino,sem_alvo,v1
0.59,1858,14044,817,81,0.9465476190476191,0.6945794392523365,0.9582258896338318,0.8053749458170785,treino,sem_alvo,v1
0.6,1853,14100,761,86,0.9495833333333333,0.708875286916603,0.9556472408457968,0.8139688117724577,treino,sem_alvo,v1
0.61,1835,14143,718,104,0.9510714285714286,0.7187622405013709,0.9463641052088706,0.8170080142475512,treino,sem_alvo,v1
0.62,1822,14195,666,117,0.9533928571428572,0.7323151125401929,0.9396596183599794,0.8231307883442512,treino,sem_alvo,v1
0.63,1814,14240,621,125,0.955595238095238,0.7449691991786448,0.9355337802991233,0.8294467306812986,treino,sem_alvo,v1
0.64,1802,14291,570,137,0.9579166666666666,0.7596964586846543,0.9293450232078391,0.8360009278589654,treino,sem_alvo,v1
0.65,1784,14340,521,155,0.9597619047619048,0.7739696312364425,0.9200618875709129,0.8407163053722903,treino,sem_alvo,v1
0.66,1767,14371,490,172,0.9605952380952381,0.7828976517501107,0.9112944816915935,0.842230695900858,treino,sem_alvo,v1
0.67,1750,14399,462,189,0.96125,0.7911392405063291,0.9025270758122743,0.8431703204047217,treino,sem_alvo,v1
0.68,1736,14423,438,203,0.9618452380952381,0.7985280588776449,0.8953068592057761,0.8441526866034524,treino,sem_alvo,v1
0.6900000000000001,1722,14448,413,217,0.9625,0.8065573770491803,0.8880866425992779,0.845360824742268,treino,sem_alvo,v1
0.7000000000000001,1702,14489,372,237,0.96375,0.8206364513018322,0.8777720474471377,0.8482432095689011,treino,sem_alvo,v1
0.71,1676,14527,334,263,0.9644642857142857,0.8338308457711443,0.8643630737493554,0.8488224867054951,treino,sem_alvo,v1
0.72,1650,14558,303,289,0.9647619047619047,0.8448540706605223,0.850954100051573,0.8478931140801644,treino,sem_alvo,v1
0.73,1623,14596,265,316,0.9654166666666667,0.8596398305084746,0.8370293965961836,0.8481839561013849,treino,sem_alvo,v1
0.74,1596,14627,234,343,0.965654761904762,0.8721311475409836,0.8231046931407943,0.8469089944282303,treino,sem_alvo,v1
0.75,1559,14645,216,380,0.9645238095238096,0.8783098591549295,0.8040226921093347,0.8395261173936457,treino,sem_alvo,v1
0.76,1534,14674,187,405,0.9647619047619047,0.8913422428820453,0.7911294481691593,0.8382513661202186,treino,sem_alvo,v1
0.77,1511,14683,178,428,0.9639285714285715,0.8946121965660154,0.7792676637441981,0.8329658213891952,treino,sem_alvo,v1
0.78,1496,14703,158,443,0.9642261904761905,0.9044740024183797,0.7715317173800929,0.8327303089340384,treino,sem_alvo,v1
0.79,1477,14719,142,462,0.964047619047619,0.9122915379864114,0.7617328519855595,0.8302417088251827,treino,sem_alvo,v1
0.8,1444,14741,120,495,0.9633928571428572,0.9232736572890026,0.7447137699845281,0.8244361975449614,treino,sem_alvo,v1
0.81,1398,14762,99,541,0.9619047619047619,0.9338677354709419,0.7209902011346054,0.8137369033760187,treino,sem_alvo,v1
0.8200000000000001,1361,14782,79,578,0.9608928571428571,0.9451388888888889,0.7019082001031459,0.8055637762651672,treino,sem_alvo,v1
0.8300000000000001,1314,14803,58,625,0.9593452380952381,0.9577259475218659,0.6776689014956163,0.7937179099969798,treino,sem_alvo,v1
0.84,1273,14812,49,666,0.9574404761904762,0.9629349470499243,0.6565239814337287,0.7807421036491874,treino,sem_alvo,v1
0.85,1237,14820,41,702,0.9557738095238095,0.9679186228482003,0.6379577101598762,0.7690394777743239,treino,sem_alvo,v1
0.86,1205,14830,31,734,0.9544642857142858,0.9749190938511327,0.6214543579164518,0.7590551181102362,treino,sem_alvo,v1
0.87,1155,14838,23,784,0.9519642857142857,0.9804753820033956,0.5956678700361011,0.7410972088546679,treino,sem_alvo,v1
0.88,1096,14846,15,843,0.9489285714285715,0.9864986498649865,0.5652398143372873,0.718688524590164,treino,sem_alvo,v1
0.89,1027,14855,6,912,0.9453571428571429,0.9941916747337851,0.5296544610624033,0.6911170928667564,treino,sem_alvo,v1
0.9,958,14857,4,981,0.9413690476190476,0.9958419958419958,0.49406910778751933,0.660461909686315,treino,sem_alvo,v1
0.91,832,14858,3,1107,0.9339285714285714,0.9964071856287425,0.4290871583290356,0.5998558038932948,treino,sem_alvo,v1
0.92,728,14859,2,1211,0.927797619047619,0.9972602739726028,0.37545126353790614,0.5455226676657924,treino,sem_alvo,v1
0.93,636,14860,1,1303,0.9223809523809524,0.9984301412872841,0.3280041258380609,0.4937888198757764,treino,sem_alvo,v1
0.9400000000000001,522,14861,0,1417,0.9156547619047619,1.0,0.2692109334708613,0.4242177976432345,treino,sem_alvo,v1
0.9500000000000001,412,14861,0,1527,0.9091071428571429,1.0,0.21248066013408973,0.35048915355168014,treino,sem_alvo,v1
0.96,276,14861,0,1663,0.9010119047619047,1.0,0.14234141309953585,0.2492099322799097,treino,sem_alvo,v1
0.97,138,14861,0,1801,0.892797619047619,1.0,0.07117070654976793,0.13288396726047183,treino,sem_alvo,v1
0.98,40,14861,0,1899,0.8869642857142858,1.0,0.020629190304280558,0.0404244567963618,treino,sem_alvo,v1
0.99,2,14861,0,1937,0.884702380952381,1.0,0.0010314595152140279,0.0020607934054611026,treino,sem_alvo,v1
1.0,0,14861,0,1939,0.8845833333333334,0.0,0.0,0.0,treino,sem_alvo,v1
0.0,1939,0,14861,0,0.11541666666666667,0.11541666666666667,1.0,0.20694807620470676,treino,sem_alvo,v2
0.01,1939,8751,6110,0,0.6363095238095238,0.24089949061995278,1.0,0.3882659191029235,treino,sem_alvo,v2
0.02,1939,10352,4509,0,0.7316071428571429,0.3007133995037221,1.0,0.46238225825682605,treino,sem_alvo,v2
0.03,1939,11283,3578,0,0.7870238095238096,0.35145912633677723,1.0,0.5201180257510729,treino,sem_alvo,v2
0.04,1939,11896,2965,0,0.8235119047619047,0.3953915171288744,1.0,0.5667105070875347,treino,sem_alvo,v2
0.05,1939,12332,2529,0,0.8494642857142857,0.4339749328558639,1.0,0.6052754799438115,treino,sem_alvo,v2
0.06,1939,12699,2162,0,0.8713095238095238,0.47281150938795413,1.0,0.6420529801324504,treino,sem_alvo,v2
0.07,1939,12969,1892,0,0.8873809523809524,0.5061341686243801,1.0,0.6720970537261698,treino,sem_alvo,v2
0.08,1939,13195,1666,0,0.9008333333333334,0.537864077669903,1.0,0.6994949494949495,treino,sem_alvo,v2
0.09,1939,13392,1469,0,0.9125595238095238,0.5689553990610329,1.0,0.7252665045820086,treino,sem_alvo,v2
0.1,1939,13539,1322,0,0.9213095238095238,0.5946028825513646,1.0,0.7457692307692307,treino,sem_alvo,v2
0.11,1939,13644,1217,0,0.9275595238095238,0.6143852978453739,1.0,0.7611383709519136,treino,sem_alvo,v2
0.12,1939,13763,1098,0,0.9346428571428571,0.6384590055976292,1.0,0.7793408360128617,treino,sem_alvo,v2
0.13,1939,13846,1015,0,0.9395833333333333,0.6563981042654028,1.0,0.7925608011444921,treino,sem_alvo,v2
0.14,1939,13926,935,0,0.9443452380952381,0.674669450243563,1.0,0.8057344691460627,treino,sem_alvo,v2
0.15,1939,13992,869,0,0.9482738095238096,0.6905270655270656,1.0,0.8169370128502212,treino,sem_alvo,v2
0.16,1939,14038,823,0,0.9510119047619048,0.7020275162925417,1.0,0.8249308657732397,treino,sem_alvo,v2
0.17,1939,14112,749,0,0.9554166666666667,0.7213541666666666,1.0,0.8381240544629349,treino,sem_alvo,v2
0.18,1939,14157,704,0,0.9580952380952381,0.7336360196746122,1.0,0.8463553033609778,treino,sem_alvo,v2
0.19,1939,14200,661,0,0.960654761904762,0.7457692307692307,1.0,0.8543732099581406,treino,sem_alvo,v2
0.2,1938,14249,612,1,0.9635119047619047,0.76,0.999484270242393,0.8634439741590555,treino,sem_alvo,v2
0.21,1938,14294,567,1,0.9661904761904762,0.7736526946107785,0.999484270242393,0.8721872187218722,treino,sem_alvo,v2
0.22,1937,14339,522,2,0.9688095238095238,0.7877185847905652,0.998968540484786,0.8808549340609367,treino,sem_alvo,v2
0.23,1935,14382,479,4,0.97125,0.8015741507870754,0.9979370809695719,0.8890420399724328,treino,sem_alvo,v2
0.24,1935,14422,439,4,0.9736309523809524,0.8150800336983993,0.9979370809695719,0.8972872710410387,treino,sem_alvo,v2
0.25,1934,14458,403,5,0.9757142857142858,0.8275566966195977,0.997421351211965,0.9045837231057062,treino,sem_alvo,v2
0.26,1933,14498,363,6,0.9780357142857142,0.8418989547038328,0.9969056214543579,0.9128689492325855,treino,sem_alvo,v2
0.27,1933,14526,335,6,0.9797023809523809,0.8522927689594356,0.9969056214543579,0.9189446161159971,treino,sem_alvo,v2
0.28,1930,14549,312,9,0.9808928571428571,0.8608385370205174,0.9953584321815369,0.923224109064817,treino,sem_alvo,v2
0.29,1929,14569,292,10,0.9820238095238095,0.8685276902296263,0.9948427024239299,0.9274038461538462,treino,sem_alvo,v2
0.3,1929,14586,275,10,0.9830357142857142,0.8752268602540835,0.9948427024239299,0.9312092686459088,treino,sem_alvo,v2
0.31,1925,14600,261,14,0.9836309523809523,0.8806038426349497,0.9927797833935018,0.9333333333333333,treino,sem_alvo,v2
0.32,1921,14617,244,18,0.9844047619047619,0.8872979214780601,0.9907168643630737,0.9361598440545809,treino,sem_alvo,v2
0.33,1918,14637,224,21,0.9854166666666667,0.8954248366013072,0.9891696750902527,0.9399656946826758,treino,sem_alvo,v2
0.34,1913,14655,206,26,0.9861904761904762,0.902784332232185,0.9865910263022176,0.9428289797930015,treino,sem_alvo,v2
0.35000000000000003,1910,14668,193,29,0.9867857142857143,0.908226343319068,0.9850438370293966,0.9450766947055913,treino,sem_alvo,v2
0.36,1904,14680,181,35,0.9871428571428571,0.913189448441247,0.9819494584837545,0.9463220675944334,treino,sem_alvo,v2
0.37,1899,14697,164,40,0.9878571428571429,0.9205041202132817,0.9793708096957194,0.9490254872563718,treino,sem_alvo,v2
0.38,1887,14715,146,52,0.9882142857142857,0.9281849483521889,0.9731820526044352,0.9501510574018127,treino,sem_alvo,v2
0.39,1879,14726,135,60,0.9883928571428572,0.9329692154915591,0.9690562145435792,0.9506703769289148,treino,sem_alvo,v2
0.4,1870,14736,125,69,0.988452380952381,0.9373433583959899,0.964414646725116,0.9506863243518048,treino,sem_alvo,v2
0.41000000000000003,1860,14751,110,79,0.98875,0.9441624365482234,0.9592573491490459,0.9516500383729855,treino,sem_alvo,v2
0.42,1853,14761,100,86,0.9889285714285714,0.9487967229902714,0.9556472408457968,0.9522096608427544,treino,sem_alvo,v2
0.43,1842,14771,90,97,0.9888690476190476,0.953416149068323,0.9499742135121196,0.9516920692327564,treino,sem_alvo,v2
0.44,1831,14776,85,108,0.9885119047619048,0.9556367432150313,0.9443011861784425,0.949935149156939,treino,sem_alvo,v2
0.45,1819,14783,78,120,0.9882142857142857,0.9588824459673169,0.9381124290871583,0.9483837330552659,treino,sem_alvo,v2
0.46,1808,14790,71,131,0.9879761904761905,0.9622139435870144,0.9324394017534812,0.9470927187008905,treino,sem_alvo,v2
0.47000000000000003,1792,14799,62,147,0.9875595238095238,0.9665587918015103,0.924187725631769,0.9448984972317427,treino,sem_alvo,v2
0.48,1772,14805,56,167,0.9867261904761905,0.9693654266958425,0.9138731304796287,0.9408016989646933,treino,sem_alvo,v2
0.49,1761,14813,48,178,0.986547619047619,0.9734660033167496,0.9082001031459516,0.9397011739594451,treino,sem_alvo,v2
0.5,1744,14816,45,195,0.9857142857142858,0.9748462828395752,0.8994326972666323,0.9356223175965666,treino,sem_alvo,v2
0.51,1729,14822,39,210,0.9851785714285715,0.9779411764705882,0.8916967509025271,0.9328297814944699,treino,sem_alvo,v2
0.52,1710,14823,38,229,0.9841071428571428,0.9782608695652174,0.8818978855079939,0.9275834011391375,treino,sem_alvo,v2
0.53,1699,14826,35,240,0.9836309523809523,0.9798154555940023,0.8762248581743166,0.9251293220800436,treino,sem_alvo,v2
0.54,1680,14831,30,259,0.9827976190476191,0.9824561403508771,0.8664259927797834,0.9208002192381475,treino,sem_alvo,v2
0.55,1657,14832,29,282,0.9814880952380952,0.9827995255041518,0.854564208354822,0.9142068965517242,treino,sem_alvo,v2
0.56,1634,14835,26,305,0.980297619047619,0.9843373493975903,0.8427024239298607,0.9080300083356488,treino,sem_alvo,v2
0.5700000000000001,1605,14839,22,334,0.9788095238095238,0.986478180700676,0.8277462609592573,0.900168255748738,treino,sem_alvo,v2
0.58,1581,14843,18,358,0.9776190476190476,0.9887429643527205,0.815368746776689,0.8937252685132844,treino,sem_alvo,v2
0.59,1553,14847,14,386,0.9761904761904762,0.9910657306955967,0.8009283135636927,0.8859098687963491,treino,sem_alvo,v2
0.6,1526,14848,13,413,0.9746428571428571,0.9915529564652371,0.7870036101083032,0.8775158136860265,treino,sem_alvo,v2
0.61,1515,14849,12,424,0.974047619047619,0.9921414538310412,0.7813305827746261,0.8742065781881131,treino,sem_alvo,v2
0.62,1487,14851,10,452,0.9725,0.9933199732798931,0.7668901495616297,0.8655413271245634,treino,sem_alvo,v2
0.63,1459,14852,9,480,0.9708928571428571,0.9938692098092643,0.7524497163486333,0.8564719694746111,treino,sem_alvo,v2
0.64,1425,14853,8,514,0.9689285714285715,0.994417306350314,0.7349149045899949,0.8451957295373665,treino,sem_alvo,v2
0.65,1400,14855,6,539,0.9675595238095238,0.9957325746799431,0.7220216606498195,0.8370702541106129,treino,sem_alvo,v2
0.66,1381,14855,6,558,0.9664285714285714,0.9956741167988464,0.7122227952552862,0.830426939266386,treino,sem_alvo,v2
0.67,1346,14856,5,593,0.9644047619047619,0.996299037749815,0.6941722537390408,0.8182370820668693,treino,sem_alvo,v2
0.68,1319,14856,5,620,0.9627976190476191,0.9962235649546828,0.6802475502836514,0.8084584737971192,treino,sem_alvo,v2
0.6900000000000001,1285,14857,4,654,0.9608333333333333,0.9968968192397207,0.6627127385250129,0.7961586121437423,treino,sem_alvo,v2
0.7000000000000001,1254,14857,4,685,0.9589880952380953,0.9968203497615262,0.6467251160391955,0.7844854551141696,treino,sem_alvo,v2
0.71,1225,14857,4,714,0.9572619047619048,0.9967453213995118,0.631768953068592,0.7733585858585859,treino,sem_alvo,v2
0.72,1194,14859,2,745,0.9555357142857143,0.9983277591973244,0.6157813305827746,0.7617224880382775,treino,sem_alvo,v2
0.73,1155,14859,2,784,0.9532142857142857,0.9982713915298185,0.5956678700361011,0.7461240310077519,treino,sem_alvo,v2
0.74,1128,14860,1,811,0.9516666666666667,0.9991142604074402,0.5817431665807117,0.7353324641460235,treino,sem_alvo,v2
0.75,1089,14861,0,850,0.9494047619047619,1.0,0.5616297060340382,0.7192866578599736,treino,sem_alvo,v2
0.76,1057,14861,0,882,0.9475,1.0,0.5451263537906137,0.705607476635514,treino,sem_alvo,v2
0.77,1001,14861,0,938,0.9441666666666667,1.0,0.516245487364621,0.680952380952381,treino,sem_alvo,v2
0.78,954,14861,0,985,0.9413690476190476,1.0,0.4920061887570913,0.6595229865191843,treino,sem_alvo,v2
0.79,921,14861,0,1018,0.9394047619047619,1.0,0.4749871067560598,0.644055944055944,treino,sem_alvo,v2
0.8,878,14861,0,1061,0.9368452380952381,1.0,0.4528107271789582,0.6233581824636137,treino,sem_alvo,v2
0.81,837,14861,0,1102,0.934404761904762,1.0,0.43166580711707064,0.6030259365994236,treino,sem_alvo,v2
0.8200000000000001,792,14861,0,1147,0.9317261904761904,1.0,0.40845796802475504,0.5800073233247894,treino,sem_alvo,v2
0.8300000000000001,749,14861,0,1190,0.9291666666666667,1.0,0.3862815884476534,0.5572916666666666,treino,sem_alvo,v2
0.84,708,14861,0,1231,0.9267261904761904,1.0,0.36513666838576586,0.5349452210049113,treino,sem_alvo,v2
0.85,652,14861,0,1287,0.9233928571428571,1.0,0.33625580195977306,0.5032805866460826,treino,sem_alvo,v2
0.86,581,14861,0,1358,0.9191666666666667,1.0,0.2996389891696751,0.46111111111111114,treino,sem_alvo,v2
0.87,517,14861,0,1422,0.9153571428571429,1.0,0.2666322846828262,0.4210097719869707,treino,sem_alvo,v2
0.88,460,14861,0,1479,0.9119642857142857,1.0,0.2372356884992264,0.3834931221342226,treino,sem_alvo,v2
0.89,418,14861,0,1521,0.9094642857142857,1.0,0.21557503867973182,0.35468816291896477,treino,sem_alvo,v2
0.9,369,14861,0,1570,0.906547619047619,1.0,0.19030428055698814,0.3197573656845754,treino,sem_alvo,v2
0.91,308,14861,0,1631,0.9029166666666667,1.0,0.1588447653429603,0.27414330218068533,treino,sem_alvo,v2
0.92,237,14861,0,1702,0.8986904761904762,1.0,0.1222279525528623,0.21783088235294118,treino,sem_alvo,v2
0.93,196,14861,0,1743,0.89625,1.0,0.10108303249097472,0.18360655737704917,treino,sem_alvo,v2
0.9400000000000001,156,14861,0,1783,0.8938690476190476,1.0,0.08045384218669417,0.14892601431980906,treino,sem_alvo,v2
0.9500000000000001,116,14861,0,1823,0.8914880952380952,1.0,0.059824651882413614,0.11289537712895377,treino,sem_alvo,v2
0.96,75,14861,0,1864,0.8890476190476191,1.0,0.038679731820526045,0.07447864945382324,treino,sem_alvo,v2
0.97,38,14861,0,1901,0.8868452380952381,1.0,0.019597730789066528,0.03844208396560445,treino,sem_alvo,v2
0.98,16,14861,0,1923,0.8855357142857143,1.0,0.008251676121712223,0.016368286445012786,treino,sem_alvo,v2
0.99,1,14861,0,1938,0.8846428571428572,1.0,0.0005157297576070139,0.0010309278350515464,treino,sem_alvo,v2
1.0,0,14861,0,1939,0.8845833333333334,0.0,0.0,0.0,treino,sem_alvo,v2
0.0,655,0,3545,0,0.15595238095238095,0.15595238095238095,1.0,0.2698249227600412,teste,rotulado,v1
0.01,655,216,3329,0,0.2073809523809524,0.16440763052208834,1.0,0.2823884457857297,teste,rotulado,v1
0.02,652,533,3012,3,0.28214285714285714,0.1779475982532751,0.9954198473282443,0.3019217411437833,teste,rotulado,v1
0.03,648,870,2675,7,0.36142857142857143,0.19500451399337948,0.9893129770992366,0.3257918552036199,teste,rotulado,v1
0.04,638,1156,2389,17,0.42714285714285716,0.21076973901552692,0.9740458015267176,0.3465507876154264,teste,rotulado,v1
0.05,638,1358,2187,17,0.47523809523809524,0.22584070796460176,0.9740458015267176,0.36666666666666664,teste,rotulado,v1
0.06,635,1520,2025,20,0.513095238095238,0.2387218045112782,0.9694656488549618,0.38310708898944196,teste,rotulado,v1
0.07,633,1633,1912,22,0.5395238095238095,0.24872298624754421,0.966412213740458,0.395625,teste,rotulado,v1
0.08,631,1746,1799,24,0.565952380952381,0.25967078189300413,0.9633587786259542,0.40907617504051863,teste,rotulado,v1
0.09,628,1859,1686,27,0.5921428571428572,0.2713915298184961,0.9587786259541985,0.4230380599528461,teste,rotulado,v1
0.1,626,1948,1597,29,0.6128571428571429,0.28160143949617633,0.9557251908396946,0.43502432244614314,teste,rotulado,v1
0.11,626,2015,1530,29,0.6288095238095238,0.29035250463821893,0.9557251908396946,0.4453930985414443,teste,rotulado,v1
0.12,626,2073,1472,29,0.6426190476190476,0.29837940896091514,0.9557251908396946,0.45477660733745007,teste,rotulado,v1
0.13,626,2123,1422,29,0.6545238095238095,0.3056640625,0.9557251908396946,0.4631890492045875,teste,rotulado,v1
0.14,626,2164,1381,29,0.6642857142857143,0.31190832087693077,0.9557251908396946,0.47032306536438767,teste,rotulado,v1
0.15,625,2209,1336,30,0.6747619047619048,0.3187149413564508,0.9541984732824428,0.47782874617737003,teste,rotulado,v1
0.16,625,2257,1288,30,0.6861904761904762,0.3267119707266074,0.9541984732824428,0.4867601246105919,teste,rotulado,v1
0.17,625,2314,1231,30,0.6997619047619048,0.33674568965517243,0.9541984732824428,0.49780963759458385,teste,rotulado,v1
0.18,625,2350,1195,30,0.7083333333333334,0.3434065934065934,0.9541984732824428,0.5050505050505051,teste,rotulado,v1
0.19,624,2388,1157,31,0.7171428571428572,0.35036496350364965,0.9526717557251908,0.5123152709359606,teste,rotulado,v1
0.2,624,2419,1126,31,0.7245238095238096,0.3565714285714286,0.9526717557251908,0.518918918918919,teste,rotulado,v1
0.21,624,2440,1105,31,0.7295238095238096,0.3609022556390977,0.9526717557251908,0.5234899328859061,teste,rotulado,v1
0.22,624,2465,1080,31,0.7354761904761905,0.36619718309859156,0.9526717557251908,0.5290377278507842,teste,rotulado,v1
0.23,624,2490,1055,31,0.7414285714285714,0.3716497915425849,0.9526717557251908,0.5347043701799485,teste,rotulado,v1
0.24,624,2510,1035,31,0.7461904761904762,0.37613019891500904,0.9526717557251908,0.5393258426966292,teste,rotulado,v1
0.25,624,2538,1007,31,0.7528571428571429,0.3825873697118332,0.9526717557251908,0.5459317585301837,teste,rotulado,v1
0.26,624,2566,979,31,0.7595238095238095,0.38927011852776044,0.9526717557251908,0.5527015057573074,teste,rotulado,v1
0.27,624,2606,939,31,0.7690476190476191,0.39923224568138194,0.9526717557251908,0.5626690712353472,teste,rotulado,v1
0.28,623,2650,895,32,0.7792857142857142,0.41040843214756256,0.9511450381679389,0.5734008283479061,teste,rotulado,v1
0.29,623,2679,866,32,0.7861904761904762,0.41840161182001345,0.9511450381679389,0.5811567164179104,teste,rotulado,v1
0.3,622,2716,829,33,0.7947619047619048,0.4286698828394211,0.9496183206106871,0.5906932573599241,teste,rotulado,v1
0.31,622,2749,796,33,0.8026190476190476,0.4386459802538787,0.9496183206106871,0.6000964785335263,teste,rotulado,v1
0.32,622,2782,763,33,0.8104761904761905,0.4490974729241877,0.9496183206106871,0.6098039215686275,teste,rotulado,v1
0.33,622,2829,716,33,0.8216666666666667,0.4648729446935725,0.9496183206106871,0.6241846462619167,teste,rotulado,v1
0.34,622,2864,681,33,0.83,0.47735993860322334,0.9496183206106871,0.6353421859039836,teste,rotulado,v1
0.35000000000000003,622,2907,638,33,0.8402380952380952,0.4936507936507937,0.9496183206106871,0.6496083550913838,teste,rotulado,v1
0.36,621,2944,601,34,0.8488095238095238,0.5081833060556464,0.9480916030534351,0.6616941928609483,teste,rotulado,v1
0.37,621,2958,587,34,0.8521428571428571,0.5140728476821192,0.9480916030534351,0.6666666666666666,teste,rotulado,v1
0.38,621,2977,568,34,0.8566666666666667,0.5222876366694701,0.9480916030534351,0.6735357917570499,teste,rotulado,v1
0.39,621,2986,559,34,0.8588095238095238,0.5262711864406779,0.9480916030534351,0.6768392370572207,teste,rotulado,v1
0.4,621,3004,541,34,0.8630952380952381,0.5344234079173839,0.9480916030534351,0.6835443037974683,teste,rotulado,v1
0.41000000000000003,621,3021,524,34,0.8671428571428571,0.5423580786026201,0.9480916030534351,0.69,teste,rotulado,v1
0.42,621,3034,511,34,0.8702380952380953,0.5485865724381626,0.9480916030534351,0.6950195858981534,teste,rotulado,v1
0.43,621,3043,502,34,0.8723809523809524,0.5529830810329475,0.9480916030534351,0.6985376827896513,teste,rotulado,v1
0.44,621,3053,492,34,0.8747619047619047,0.5579514824797843,0.9480916030534351,0.7024886877828054,teste,rotulado,v1
0.45,621,3064,481,34,0.8773809523809524,0.5635208711433757,0.9480916030534351,0.7068867387592487,teste,rotulado,v1
0.46,621,3071,474,34,0.8790476190476191,0.5671232876712329,0.9480916030534351,0.7097142857142857,teste,rotulado,v1
0.47000000000000003,620,3077,468,35,0.8802380952380953,0.5698529411764706,0.9465648854961832,0.7114170969592656,teste,rotulado,v1
0.48,618,3086,459,37,0.8819047619047619,0.5738161559888579,0.9435114503816794,0.7136258660508084,teste,rotulado,v1
0.49,617,3094,451,38,0.8835714285714286,0.5777153558052435,0.9419847328244275,0.7161926871735346,teste,rotulado,v1
0.5,617,3104,441,38,0.8859523809523809,0.5831758034026465,0.9419847328244275,0.7203736135434909,teste,rotulado,v1
0.51,616,3110,435,39,0.8871428571428571,0.5861084681255947,0.9404580152671755,0.7221570926143025,teste,rotulado,v1
0.52,616,3119,426,39,0.8892857142857142,0.5911708253358925,0.9404580152671755,0.7259870359457867,teste,rotulado,v1
0.53,616,3129,416,39,0.8916666666666667,0.5968992248062015,0.9404580152671755,0.7302904564315352,teste,rotulado,v1
0.54,615,3138,407,40,0.8935714285714286,0.601761252446184,0.9389312977099237,0.7334525939177102,teste,rotulado,v1
0.55,615,3147,398,40,0.8957142857142857,0.6071076011846002,0.9389312977099237,0.737410071942446,teste,rotulado,v1
0.56,615,3158,387,40,0.8983333333333333,0.6137724550898204,0.9389312977099237,0.7423053711526856,teste,rotulado,v1
