limiar,vp,vn,fp,fn,acuracia,precisao,recall,f1,conjunto,modo,versao
0.33,1939,12872,1989,0,0.8816071428571428,0.49363543788187375,1.0,0.6609851712970853,treino,rotulado,v1
0.34,1938,12917,1944,1,0.8842261904761904,0.4992272024729521,0.999484270242393,0.6658649716543549,treino,rotulado,v1
0.35000000000000003,1937,12973,1888,2,0.8875,0.50640522875817,0.998968540484786,0.6721027064538515,treino,rotulado,v1
0.36,1937,13016,1845,2,0.8900595238095238,0.51216287678477,0.998968540484786,0.6771543436462157,treino,rotulado,v1
0.37,1936,13063,1798,3,0.892797619047619,0.5184788430637386,0.998452810727179,0.6825312885598449,treino,rotulado,v1
0.38,1936,13114,1747,3,0.8958333333333334,0.5256584306272061,0.998452810727179,0.6887228744219139,treino,rotulado,v1
0.39,1936,13139,1722,3,0.8973214285714286,0.5292509568069984,0.998452810727179,0.6917991781311417,treino,rotulado,v1
0.4,1935,13184,1677,4,0.8999404761904762,0.5357142857142857,0.9979370809695719,0.6971716807782381,treino,rotulado,v1
0.41000000000000003,1934,13221,1640,5,0.9020833333333333,0.5411303861219922,0.997421351211965,0.7016143660438963,treino,rotulado,v1
0.42,1934,13258,1603,5,0.9042857142857142,0.5467910658750353,0.997421351211965,0.706355003652301,treino,rotulado,v1
0.43,1934,13290,1571,5,0.9061904761904762,0.5517831669044223,0.997421351211965,0.7105069801616458,treino,rotulado,v1
0.44,1934,13322,1539,5,0.9080952380952381,0.5568672617333718,0.997421351211965,0.7147080561714708,treino,rotulado,v1
0.45,1934,13354,1507,5,0.91,0.5620459168846266,0.997421351211965,0.7189591078066915,treino,rotulado,v1
0.46,1934,13380,1481,5,0.911547619047619,0.5663250366032211,0.997421351211965,0.7224505042958536,treino,rotulado,v1
0.47000000000000003,1933,13411,1450,6,0.9133333333333333,0.5713863434821165,0.9969056214543579,0.7264186396091695,treino,rotulado,v1
0.48,1930,13442,1419,9,0.915,0.5762914302776948,0.9953584321815369,0.7299546142208775,treino,rotulado,v1
0.49,1929,13483,1378,10,0.9173809523809524,0.5833081342606592,0.9948427024239299,0.7354174609226077,treino,rotulado,v1
0.5,1929,13520,1341,10,0.9195833333333333,0.5899082568807339,0.9948427024239299,0.7406411979266654,treino,rotulado,v1
0.51,1928,13566,1295,11,0.9222619047619047,0.5982004343779088,0.9943269726663229,0.7469972878729175,treino,rotulado,v1
0.52,1923,13614,1247,16,0.9248214285714286,0.6066246056782334,0.9917483238782878,0.7527891955372872,treino,rotulado,v1
